SiteID,2226728, Site Timezone,-6,Data Timezone,-6,Longitude,-99,Latitude,18.5
Year,Month,Day,Hour,wind speed at 50m (m/s),wind direction at 50m (deg),air temperature at 50m (C),air pressure at 50m (Pa)
2001,1,4,22,1.6006666666666667,187.70141666666666,18.5975,87129.57999999999
2001,1,4,23,1.7774166666666666,181.35,18.176666666666666,87136.83416666667
2001,1,5,0,1.79625,235.36983333333333,17.688333333333333,87120.4175
2001,1,5,1,2.1715,332.375,17.125,87100.785
2001,1,5,2,2.3522499999999997,307.54499999999996,16.497500000000002,87059.50583333333
2001,1,5,3,1.6287500000000001,319.625,16.518333333333334,87030.56833333333
2001,1,5,4,1.5535833333333333,303.87083333333334,15.834999999999999,87051.39916666667
2001,1,5,5,2.141916666666667,333.20833333333337,15.598333333333333,87093.91750000001
2001,1,5,6,1.9888333333333332,333.51666666666665,15.679166666666667,87123.51083333333
2001,1,5,7,1.92,303.97916666666663,15.806666666666667,87185.07083333333
2001,1,5,8,0.8629166666666666,324.78333333333336,17.206666666666667,87283.63583333333
2001,1,5,9,0.6449166666666666,171.63916666666665,20.5325,87349.03666666667
2001,1,5,10,1.1756666666666666,153.3225,22.4125,87337.0875
2001,1,5,11,1.7495,157.49166666666667,24.113333333333337,87263.93583333332
2001,1,5,12,2.257833333333333,195.41,24.765833333333333,87159.58166666667
2001,1,5,13,2.2436666666666665,139.17175,25.8675,87014.70166666666
2001,1,5,14,2.76175,196.35000000000002,26.738333333333337,86894.53
2001,1,5,15,2.2920833333333333,175.995,27.531666666666666,86828.13166666667
2001,1,5,16,2.1135,130.7575,28.035,86822.78416666668
2001,1,5,17,1.99175,152.89999999999998,27.43,86836.3475
2001,1,5,18,1.3981666666666666,237.02333333333334,25.564166666666665,86879.76416666666
2001,1,5,19,1.8872499999999999,329.5416666666667,23.038333333333334,86957.09666666666
2001,1,5,20,1.3539166666666667,298.8519166666666,21.199166666666663,87024.2175
2001,1,5,21,1.2584166666666667,293.15250000000003,20.6075,87046.10083333333
2001,1,5,22,1.3424166666666668,254.34983333333332,19.743333333333332,87073.465
2001,1,5,23,1.6047500000000001,313.6583333333333,18.915,87077.5675
2001,1,6,0,1.755666666666667,224.92683333333332,17.95,87057.275
2001,1,6,1,1.8811666666666667,324.41666666666663,17.494999999999997,87051.77166666667
2001,1,6,2,1.705166666666667,277.51575,17.319166666666668,87051.99916666668
2001,1,6,3,1.7680833333333332,302.6791666666667,17.18,87032.91083333333
2001,1,6,4,1.8522500000000002,307.846,16.608333333333334,87030.18083333335
